Date,Time,AKSUSE1QTS_M01U_ival,AKSUSE1QTS_M01U_unit,AKSUSE1MF01M01U_ival,AKSUSE1MF01M01U_unit,AKSUSE2QTS_M01U_ival,AKSUSE2QTS_M01U_unit,AKSUSE2MF01M01U_ival,AKSUSE2MF01M01U_unit,Aeration_rate:_total_of_5EE_if_all_14_aerators_per_tank_are_blowing_EnergieeinheitenBB1_ival,EnergieeinheitenBB1_unit,DO_AKBBBB1QO2_M01U_ival,DO_AKBBBB1QO2_M01U_unit,DO_AKBBBB1QO2_M02U_ival,DO_AKBBBB1QO2_M02U_unit,Schlammalter_ival,Schlammalter_unit,Aerobic_sludge_age_Aerobes_Schlammalter_ival,Aerobes_Schlammalter_unit,Ammonia_AKBVBW1QNH4H01_ival,AKBVBW1QNH4H01_unit,Nitric_oxide_AKBVBW1QNO_H01_ival,AKBVBW1QNO_H01_unit,phosphate_AKBVBW1QPO4H01_ival,AKBVBW1QPO4H01_unit,Redox_Potential_AKBVBW1QROXH01_ival,AKBVBW1QROXH01_unit,pH_in_tank_AKBVBW1QPH_H01_ival,AKBVBW1QPH_H01_unit,TS_AKBVBW1QTS_H01_ival,AKBVBW1QTS_H01_unit,AKBVBW1QTS_H02_ival,AKBVBW1QTS_H02_unit,AKBNKB1ML02H01RW01_ival,AKBNKB1ML02H01RW01_unit,AKBNKB2ML02H01RW01_ival,AKBNKB2ML02H01RW01_unit,AKBNKB3ML02H01RW01_ival,AKBNKB3ML02H01RW01_unit,AKBNKB4ML02H01RW01_ival,AKBNKB4ML02H01RW01_unit,BOD_AKMVKL2LBSBM12_ival,AKMVKL2LBSBM12_unit,AKMVKL2LBSBM11_ival,AKMVKL2LBSBM11_unit,COD_AKMVKL2LCSBM12_ival,AKMVKL2LCSBM12_unit,AKMVKL2LCSBM11_ival,AKMVKL2LCSBM11_unit,AKMVKL2LNH4M12_ival,AKMVKL2LNH4M12_unit,AKMVKL2LPO4M12_ival,AKMVKL2LPO4M12_unit,AKMVKL2LPO4M14_ival,AKMVKL2LPO4M14_unit,AKMVKL2LPH_M11_ival,AKMVKL2LPH_M11_unit,Conductivity_AKMVKL2LLF_M11_ival,AKMVKL2LLF_M11_unit,AKBBBB1XS02M11_ival,AKBBBB1XS02M11_unit,AKBNKB1XS01M21_ival,AKBNKB1XS01M21_unit,AKBNKB2XS01M21_ival,AKBNKB2XS01M21_unit,AKBNKB3XS01M21_ival,AKBNKB3XS01M21_unit,AKBNKB4XS01M21_ival,AKBNKB4XS01M21_unit
01.11.2025,03:00:00,2.47,g/l,0.00,m³/h,6.49,g/l,64.60,m³/h,1.9,EE,,mg/l,,mg/l,21.84,Tage,,Tage,1.5,mg/l,4.3,mg/l,0.1,mg/l,-78,mV,7.14,,4.8,g/l,4.7,g/l,692,m³/h,689,m³/h,28,m³/h,1040,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
01.11.2025,04:00:00,2.47,g/l,0.00,m³/h,6.62,g/l,64.62,m³/h,1.5,EE,,mg/l,,mg/l,21.34,Tage,,Tage,0.6,mg/l,6.2,mg/l,0.1,mg/l,-94,mV,7.14,,4.7,g/l,4.7,g/l,618,m³/h,662,m³/h,15,m³/h,800,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,4.60,g/l,7.80,g/l,7.20,g/l,4.30,g/l,8.00,g/l
01.11.2025,05:00:00,2.48,g/l,0.00,m³/h,6.24,g/l,64.63,m³/h,1.8,EE,,mg/l,,mg/l,22.74,Tage,,Tage,0.4,mg/l,4.9,mg/l,0.1,mg/l,-107,mV,7.15,,4.8,g/l,4.7,g/l,632,m³/h,663,m³/h,6,m³/h,659,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
01.11.2025,06:00:00,2.48,g/l,0.00,m³/h,6.41,g/l,64.66,m³/h,1.8,EE,,mg/l,,mg/l,22.14,Tage,,Tage,0.4,mg/l,5.6,mg/l,0.2,mg/l,-110,mV,7.17,,4.8,g/l,4.7,g/l,541,m³/h,620,m³/h,6,m³/h,542,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
01.11.2025,07:00:00,2.48,g/l,0.00,m³/h,6.75,g/l,64.71,m³/h,2.0,EE,,mg/l,,mg/l,21.09,Tage,,Tage,0.3,mg/l,5.9,mg/l,0.2,mg/l,-107,mV,7.21,,4.8,g/l,4.7,g/l,494,m³/h,562,m³/h,6,m³/h,576,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
01.11.2025,08:00:00,2.48,g/l,0.00,m³/h,6.72,g/l,64.78,m³/h,1.5,EE,,mg/l,,mg/l,21.08,Tage,,Tage,0.2,mg/l,6.8,mg/l,0.1,mg/l,-103,mV,7.19,,4.8,g/l,4.7,g/l,443,m³/h,517,m³/h,6,m³/h,576,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
01.11.2025,09:00:00,2.50,g/l,0.00,m³/h,4.38,g/l,75.91,m³/h,2.3,EE,,mg/l,,mg/l,20.18,Tage,,Tage,0.3,mg/l,5.3,mg/l,0.6,mg/l,-101,mV,7.18,,4.8,g/l,4.7,g/l,471,m³/h,528,m³/h,6,m³/h,549,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
01.11.2025,10:00:00,2.49,g/l,0.00,m³/h,3.34,g/l,64.33,m³/h,2.0,EE,,mg/l,,mg/l,20.42,Tage,,Tage,0.3,mg/l,5.9,mg/l,0.3,mg/l,-91,mV,7.20,,4.8,g/l,4.6,g/l,471,m³/h,531,m³/h,1,m³/h,651,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,11.00,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
01.11.2025,11:00:00,2.48,g/l,0.00,m³/h,7.60,g/l,43.56,m³/h,1.4,EE,,mg/l,,mg/l,20.86,Tage,,Tage,0.4,mg/l,6.7,mg/l,0.1,mg/l,-99,mV,7.19,,4.7,g/l,4.6,g/l,564,m³/h,611,m³/h,2,m³/h,936,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
01.11.2025,12:00:00,2.48,g/l,0.00,m³/h,6.62,g/l,64.70,m³/h,1.7,EE,,mg/l,,mg/l,21.05,Tage,,Tage,1.5,mg/l,5.3,mg/l,0.2,mg/l,-114,mV,7.19,,4.7,g/l,4.6,g/l,685,m³/h,702,m³/h,16,m³/h,1022,m³/h,,mg/l,,mg/l,883,mg/l,319,mg/l,,mg/l,,mg/l,,mg/l,7.4,pH,1.50,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
01.11.2025,13:00:00,2.49,g/l,0.00,m³/h,6.78,g/l,64.73,m³/h,1.9,EE,,mg/l,,mg/l,20.34,Tage,,Tage,2.6,mg/l,4.9,mg/l,0.3,mg/l,-121,mV,7.19,,4.7,g/l,4.6,g/l,788,m³/h,749,m³/h,33,m³/h,1119,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,60.0,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
01.11.2025,14:00:00,2.50,g/l,0.00,m³/h,6.65,g/l,64.79,m³/h,1.5,EE,,mg/l,,mg/l,20.62,Tage,,Tage,3.4,mg/l,5.7,mg/l,0.3,mg/l,-119,mV,7.21,,4.6,g/l,4.6,g/l,803,m³/h,772,m³/h,125,m³/h,1224,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
01.11.2025,15:00:00,2.50,g/l,0.00,m³/h,6.67,g/l,64.79,m³/h,1.9,EE,,mg/l,,mg/l,20.66,Tage,,Tage,5.1,mg/l,4.6,mg/l,0.4,mg/l,-126,mV,7.24,,4.6,g/l,4.6,g/l,890,m³/h,790,m³/h,159,m³/h,1221,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
01.11.2025,16:00:00,2.51,g/l,0.00,m³/h,6.68,g/l,64.83,m³/h,2.8,EE,,mg/l,,mg/l,20.59,Tage,,Tage,6.4,mg/l,3.6,mg/l,0.6,mg/l,-133,mV,7.23,,4.7,g/l,4.6,g/l,955,m³/h,817,m³/h,134,m³/h,1196,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
01.11.2025,17:00:00,2.51,g/l,0.00,m³/h,6.62,g/l,64.86,m³/h,2.8,EE,,mg/l,,mg/l,20.82,Tage,,Tage,6.5,mg/l,4.1,mg/l,0.3,mg/l,-131,mV,7.19,,4.7,g/l,4.6,g/l,943,m³/h,795,m³/h,132,m³/h,1234,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
01.11.2025,18:00:00,2.51,g/l,0.00,m³/h,6.73,g/l,64.87,m³/h,1.8,EE,,mg/l,,mg/l,20.37,Tage,,Tage,5.4,mg/l,5.6,mg/l,0.2,mg/l,-145,mV,7.19,,4.6,g/l,4.6,g/l,894,m³/h,775,m³/h,139,m³/h,1226,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
01.11.2025,19:00:00,2.52,g/l,0.00,m³/h,6.86,g/l,64.81,m³/h,1.8,EE,,mg/l,,mg/l,20.03,Tage,,Tage,5.1,mg/l,5.1,mg/l,0.3,mg/l,-163,mV,7.24,,4.6,g/l,4.6,g/l,934,m³/h,817,m³/h,214,m³/h,1205,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
01.11.2025,20:00:00,2.53,g/l,0.00,m³/h,6.89,g/l,64.81,m³/h,1.8,EE,,mg/l,,mg/l,19.86,Tage,,Tage,6.2,mg/l,5.2,mg/l,0.4,mg/l,-156,mV,7.26,,4.6,g/l,4.5,g/l,956,m³/h,819,m³/h,514,m³/h,1223,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
01.11.2025,21:00:00,2.53,g/l,0.00,m³/h,6.83,g/l,64.74,m³/h,2.0,EE,,mg/l,,mg/l,20.04,Tage,,Tage,7.0,mg/l,3.9,mg/l,0.5,mg/l,-179,mV,7.26,,4.6,g/l,4.5,g/l,944,m³/h,817,m³/h,451,m³/h,1212,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
01.11.2025,22:00:00,2.53,g/l,0.00,m³/h,6.67,g/l,64.63,m³/h,2.9,EE,,mg/l,,mg/l,20.73,Tage,,Tage,6.9,mg/l,3.4,mg/l,0.4,mg/l,-184,mV,7.23,,4.7,g/l,4.6,g/l,902,m³/h,788,m³/h,168,m³/h,1206,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
01.11.2025,23:00:00,2.53,g/l,0.00,m³/h,6.90,g/l,64.67,m³/h,2.8,EE,,mg/l,,mg/l,20.04,Tage,,Tage,5.9,mg/l,3.6,mg/l,0.3,mg/l,-180,mV,7.17,,4.7,g/l,4.6,g/l,887,m³/h,763,m³/h,104,m³/h,1169,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
02.11.2025,00:00:00,2.53,g/l,0.00,m³/h,6.74,g/l,64.71,m³/h,1.9,EE,,mg/l,,mg/l,20.46,Tage,,Tage,3.6,mg/l,4.9,mg/l,0.2,mg/l,-178,mV,7.15,,4.6,g/l,4.6,g/l,830,m³/h,752,m³/h,80,m³/h,1236,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
02.11.2025,01:00:00,2.54,g/l,0.00,m³/h,6.52,g/l,64.75,m³/h,1.5,EE,,mg/l,,mg/l,21.27,Tage,,Tage,2.3,mg/l,6.2,mg/l,0.0,mg/l,-183,mV,7.16,,4.6,g/l,4.6,g/l,757,m³/h,731,m³/h,61,m³/h,1233,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
02.11.2025,02:00:00,2.54,g/l,0.00,m³/h,6.33,g/l,64.81,m³/h,2.0,EE,,mg/l,,mg/l,22.14,Tage,,Tage,1.8,mg/l,5.2,mg/l,0.2,mg/l,-182,mV,7.15,,4.7,g/l,4.6,g/l,705,m³/h,713,m³/h,44,m³/h,1035,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
02.11.2025,03:00:00,2.54,g/l,0.00,m³/h,6.42,g/l,64.83,m³/h,2.0,EE,,mg/l,,mg/l,21.98,Tage,,Tage,1.3,mg/l,4.7,mg/l,0.2,mg/l,-169,mV,7.15,,4.8,g/l,4.6,g/l,642,m³/h,686,m³/h,18,m³/h,937,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
02.11.2025,04:00:00,2.54,g/l,0.00,m³/h,6.46,g/l,64.76,m³/h,2.0,EE,,mg/l,,mg/l,21.82,Tage,,Tage,0.6,mg/l,4.3,mg/l,0.2,mg/l,-169,mV,7.16,,4.8,g/l,4.6,g/l,606,m³/h,634,m³/h,14,m³/h,822,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
02.11.2025,05:00:00,2.54,g/l,0.00,m³/h,6.37,g/l,64.71,m³/h,1.8,EE,,mg/l,,mg/l,22.21,Tage,,Tage,0.3,mg/l,5.1,mg/l,0.1,mg/l,-186,mV,7.17,,4.7,g/l,4.6,g/l,599,m³/h,665,m³/h,5,m³/h,642,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
02.11.2025,06:00:00,2.53,g/l,0.00,m³/h,6.35,g/l,64.74,m³/h,1.6,EE,,mg/l,,mg/l,22.27,Tage,,Tage,0.2,mg/l,5.3,mg/l,0.1,mg/l,-197,mV,7.18,,4.7,g/l,4.6,g/l,528,m³/h,602,m³/h,6,m³/h,526,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
02.11.2025,07:00:00,2.53,g/l,0.00,m³/h,6.74,g/l,64.65,m³/h,1.8,EE,,mg/l,,mg/l,21.05,Tage,,Tage,0.2,mg/l,6.5,mg/l,0.2,mg/l,-203,mV,7.18,,4.7,g/l,4.6,g/l,458,m³/h,489,m³/h,6,m³/h,707,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
02.11.2025,08:00:00,2.53,g/l,0.00,m³/h,6.17,g/l,64.69,m³/h,2.0,EE,,mg/l,,mg/l,23.00,Tage,,Tage,0.2,mg/l,4.6,mg/l,0.2,mg/l,-209,mV,7.20,,4.8,g/l,4.6,g/l,417,m³/h,486,m³/h,6,m³/h,642,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
02.11.2025,09:00:00,2.53,g/l,0.00,m³/h,6.66,g/l,64.79,m³/h,1.9,EE,,mg/l,,mg/l,21.35,Tage,,Tage,0.2,mg/l,5.1,mg/l,0.2,mg/l,-212,mV,7.19,,4.8,g/l,4.7,g/l,425,m³/h,447,m³/h,6,m³/h,487,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
02.11.2025,10:00:00,2.53,g/l,0.00,m³/h,6.74,g/l,64.81,m³/h,1.4,EE,,mg/l,,mg/l,20.92,Tage,,Tage,0.1,mg/l,6.3,mg/l,0.1,mg/l,-210,mV,7.18,,4.7,g/l,4.6,g/l,424,m³/h,443,m³/h,6,m³/h,524,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,17.00,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
02.11.2025,11:00:00,2.53,g/l,0.00,m³/h,6.97,g/l,64.82,m³/h,1.9,EE,,mg/l,,mg/l,20.13,Tage,,Tage,0.4,mg/l,6.9,mg/l,0.5,mg/l,-214,mV,7.17,,4.7,g/l,4.6,g/l,481,m³/h,503,m³/h,1,m³/h,695,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
02.11.2025,12:00:00,2.53,g/l,0.00,m³/h,6.59,g/l,54.38,m³/h,1.8,EE,,mg/l,,mg/l,19.82,Tage,,Tage,1.0,mg/l,5.6,mg/l,0.2,mg/l,-211,mV,7.15,,4.7,g/l,4.6,g/l,564,m³/h,594,m³/h,2,m³/h,1016,m³/h,,mg/l,,mg/l,1340,mg/l,321,mg/l,,mg/l,,mg/l,,mg/l,7.4,pH,1.40,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
02.11.2025,13:00:00,2.53,g/l,0.00,m³/h,6.59,g/l,64.61,m³/h,1.3,EE,,mg/l,,mg/l,21.12,Tage,,Tage,1.1,mg/l,6.0,mg/l,0.3,mg/l,-211,mV,7.16,,4.6,g/l,4.6,g/l,644,m³/h,692,m³/h,17,m³/h,1093,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,58.0,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
02.11.2025,14:00:00,2.52,g/l,0.00,m³/h,7.05,g/l,64.80,m³/h,1.5,EE,,mg/l,,mg/l,19.42,Tage,,Tage,1.7,mg/l,6.2,mg/l,0.4,mg/l,-223,mV,7.21,,4.5,g/l,4.5,g/l,713,m³/h,723,m³/h,34,m³/h,1179,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
02.11.2025,15:00:00,2.52,g/l,0.00,m³/h,7.09,g/l,64.87,m³/h,3.7,EE,,mg/l,,mg/l,19.34,Tage,,Tage,5.1,mg/l,4.2,mg/l,0.9,mg/l,-231,mV,7.21,,4.7,g/l,4.5,g/l,819,m³/h,766,m³/h,136,m³/h,1217,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
02.11.2025,16:00:00,2.52,g/l,0.00,m³/h,6.88,g/l,64.91,m³/h,3.2,EE,,mg/l,,mg/l,19.96,Tage,,Tage,5.2,mg/l,4.1,mg/l,0.8,mg/l,-224,mV,7.15,,4.7,g/l,4.5,g/l,910,m³/h,780,m³/h,144,m³/h,1202,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
02.11.2025,17:00:00,2.54,g/l,0.00,m³/h,6.73,g/l,64.88,m³/h,1.3,EE,,mg/l,,mg/l,20.35,Tage,,Tage,4.2,mg/l,7.3,mg/l,0.6,mg/l,-221,mV,7.16,,4.5,g/l,4.5,g/l,949,m³/h,780,m³/h,132,m³/h,1227,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
02.11.2025,18:00:00,2.53,g/l,0.00,m³/h,6.77,g/l,64.84,m³/h,1.3,EE,,mg/l,,mg/l,20.22,Tage,,Tage,4.9,mg/l,7.2,mg/l,0.6,mg/l,-230,mV,7.21,,4.5,g/l,4.4,g/l,916,m³/h,804,m³/h,132,m³/h,1195,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
02.11.2025,19:00:00,2.52,g/l,0.00,m³/h,6.71,g/l,64.87,m³/h,2.7,EE,,mg/l,,mg/l,20.62,Tage,,Tage,6.5,mg/l,5.3,mg/l,0.7,mg/l,-238,mV,7.22,,4.7,g/l,4.5,g/l,888,m³/h,790,m³/h,121,m³/h,1208,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
02.11.2025,20:00:00,2.51,g/l,0.00,m³/h,6.66,g/l,64.89,m³/h,2.0,EE,,mg/l,,mg/l,20.85,Tage,,Tage,6.4,mg/l,4.4,mg/l,0.5,mg/l,-240,mV,7.19,,4.6,g/l,4.6,g/l,837,m³/h,781,m³/h,97,m³/h,1199,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
02.11.2025,21:00:00,2.52,g/l,0.00,m³/h,6.76,g/l,64.85,m³/h,1.6,EE,,mg/l,,mg/l,20.62,Tage,,Tage,5.5,mg/l,5.6,mg/l,0.4,mg/l,-244,mV,7.21,,4.6,g/l,4.6,g/l,833,m³/h,756,m³/h,111,m³/h,1223,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
02.11.2025,22:00:00,2.53,g/l,0.00,m³/h,6.89,g/l,64.88,m³/h,2.0,EE,,mg/l,,mg/l,20.46,Tage,,Tage,5.9,mg/l,4.6,mg/l,0.5,mg/l,-254,mV,7.22,,4.6,g/l,4.6,g/l,851,m³/h,780,m³/h,112,m³/h,1196,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
02.11.2025,23:00:00,2.51,g/l,0.00,m³/h,6.78,g/l,64.85,m³/h,2.0,EE,,mg/l,,mg/l,20.77,Tage,,Tage,6.2,mg/l,4.0,mg/l,0.6,mg/l,-255,mV,7.22,,4.6,g/l,4.6,g/l,853,m³/h,760,m³/h,112,m³/h,1212,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
03.11.2025,00:00:00,2.53,g/l,0.00,m³/h,6.85,g/l,64.81,m³/h,2.2,EE,,mg/l,,mg/l,20.56,Tage,,Tage,6.1,mg/l,3.7,mg/l,0.6,mg/l,-255,mV,7.23,,4.7,g/l,4.6,g/l,843,m³/h,764,m³/h,99,m³/h,1190,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
03.11.2025,01:00:00,2.54,g/l,0.00,m³/h,6.75,g/l,64.81,m³/h,3.1,EE,,mg/l,,mg/l,21.04,Tage,,Tage,5.8,mg/l,3.1,mg/l,0.8,mg/l,-251,mV,7.19,,4.8,g/l,4.6,g/l,798,m³/h,750,m³/h,63,m³/h,1162,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
03.11.2025,02:00:00,2.53,g/l,0.00,m³/h,6.57,g/l,64.76,m³/h,2.7,EE,,mg/l,,mg/l,21.82,Tage,,Tage,4.4,mg/l,4.3,mg/l,1.1,mg/l,-245,mV,7.16,,4.8,g/l,4.7,g/l,711,m³/h,706,m³/h,32,m³/h,1152,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
03.11.2025,03:00:00,2.52,g/l,0.00,m³/h,6.42,g/l,64.68,m³/h,1.9,EE,,mg/l,,mg/l,22.50,Tage,,Tage,2.9,mg/l,4.7,mg/l,0.3,mg/l,-240,mV,7.13,,4.8,g/l,4.7,g/l,620,m³/h,667,m³/h,15,m³/h,921,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
03.11.2025,04:00:00,2.51,g/l,0.00,m³/h,6.43,g/l,64.64,m³/h,1.9,EE,,mg/l,,mg/l,22.54,Tage,,Tage,1.4,mg/l,4.4,mg/l,0.3,mg/l,-243,mV,7.14,,4.8,g/l,4.7,g/l,565,m³/h,616,m³/h,11,m³/h,769,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
03.11.2025,05:00:00,2.51,g/l,0.00,m³/h,6.51,g/l,64.64,m³/h,1.6,EE,,mg/l,,mg/l,22.18,Tage,,Tage,0.4,mg/l,5.9,mg/l,0.3,mg/l,-244,mV,7.16,,4.8,g/l,4.7,g/l,548,m³/h,642,m³/h,6,m³/h,669,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
03.11.2025,06:00:00,2.51,g/l,0.00,m³/h,6.41,g/l,64.68,m³/h,2.2,EE,,mg/l,,mg/l,22.59,Tage,,Tage,0.3,mg/l,5.0,mg/l,0.3,mg/l,-245,mV,7.18,,4.9,g/l,4.7,g/l,485,m³/h,582,m³/h,6,m³/h,571,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
